Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|DE-LU,14.07.2021 12:00 - 14.07.2021 13:00 (CET/CEST),3818.75,11511.5,0.0,7295.75,6985.5,487.75,0.0,0.0,15.75,445.0,679.75,1984.75,139.5,0.0,7886.0,235.0,122.0,12896.25,898.0,1110.5,6333.0
BZN|DE-LU,14.07.2021 13:00 - 14.07.2021 14:00 (CET/CEST),3737.25,11377.75,0.0,5662.5,6615.0,378.5,0.0,0.0,15.5,339.5,1876.0,1990.75,151.25,0.0,7786.5,235.0,122.0,14779.25,949.5,1062.25,8482.5
BZN|DE-LU,14.07.2021 14:00 - 14.07.2021 15:00 (CET/CEST),3736.0,11189.5,0.0,5117.25,6288.25,345.0,0.0,0.0,17.0,483.75,1822.0,2000.25,205.25,0.0,7777.5,231.0,122.0,15767.5,968.25,1262.75,10475.75
BZN|DE-LU,14.07.2021 15:00 - 14.07.2021 16:00 (CET/CEST),3737.75,11225.75,0.0,5247.5,6264.5,345.0,0.0,0.0,17.75,594.25,1771.25,1993.75,169.0,0.0,7773.75,227.0,122.0,14906.0,966.25,1722.5,10871.0
BZN|DE-LU,14.07.2021 16:00 - 14.07.2021 17:00 (CET/CEST),3796.75,10768.5,0.0,5515.0,6770.0,345.0,0.0,0.0,17.0,706.0,1067.0,1995.5,239.25,0.0,7773.5,227.0,122.0,13018.75,970.0,2183.5,10471.75
BZN|DE-LU,14.07.2021 17:00 - 14.07.2021 18:00 (CET/CEST),3844.0,10405.5,0.0,5983.0,7718.5,345.0,0.0,0.0,17.0,523.5,710.5,1945.0,216.25,0.0,7758.75,227.0,122.0,10451.75,970.0,2853.75,9964.5
BZN|DE-LU,14.07.2021 18:00 - 14.07.2021 19:00 (CET/CEST),3906.75,10488.5,0.0,6139.5,8033.5,342.25,0.0,0.0,17.0,1494.0,411.75,2007.0,300.75,0.0,7874.25,227.0,122.0,6550.5,968.25,3259.0,8841.5
BZN|DE-LU,14.07.2021 19:00 - 14.07.2021 20:00 (CET/CEST),3988.5,10747.0,0.0,6382.0,8284.25,341.5,0.0,0.0,17.0,1835.75,4.5,2012.25,214.5,0.0,7883.75,227.0,122.0,3180.25,807.5,3675.5,7698.0
BZN|DE-LU,14.07.2021 20:00 - 14.07.2021 21:00 (CET/CEST),3995.0,10846.5,0.0,6810.5,8055.0,341.5,0.0,0.0,17.0,1664.0,4.0,2011.5,223.5,0.0,7884.5,219.0,122.0,951.0,689.75,4008.0,6820.25
BZN|DE-LU,14.07.2021 21:00 - 14.07.2021 22:00 (CET/CEST),3939.75,10266.0,0.0,6887.5,7623.25,341.75,0.0,0.0,18.0,2026.0,4.0,2013.0,236.0,0.0,7899.5,219.0,122.0,48.75,939.5,4263.75,5325.0
